#t(s) x y z
0 -0.0001002004008 0 0 
0 0 0 0 
0 0.0001002004008 0 0 
0 0.0002004008016 0 0 
0 0.0003006012024 0 0 
0 0.0004008016032 0 0 
0 0.000501002004 0 0 
0 0.0006012024048 0 0 
0 0.0007014028056 0 0 
0 0.0008016032064 0 0 
0 0.0009018036072 0 0 
0 0.001002004008 0 0 
0 0.001102204409 0 0 
0 0.00120240481 0 0 
0 0.00130260521 0 0 
0 0.001402805611 0 0 
0 0.001503006012 0 0 
0 0.001603206413 0 0 
0 0.001703406814 0 0 
0 0.001803607214 0 0 
0 0.001903807615 0 0 
0 0.002004008016 0 0 
0 0.002104208417 0 0 
0 0.002204408818 0 0 
0 0.002304609218 0 0 
0 0.002404809619 0 0 
0 0.00250501002 0 0 
0 0.002605210421 0 0 
0 0.002705410822 0 0 
0 0.002805611222 0 0 
0 0.002905811623 0 0 
0 0.003006012024 0 0 
0 0.003106212425 0 0 
0 0.003206412826 0 0 
0 0.003306613226 0 0 
0 0.003406813627 0 0 
0 0.003507014028 0 0 
0 0.003607214429 0 0 
0 0.00370741483 0 0 
0 0.00380761523 0 0 
0 0.003907815631 0 0 
0 0.004008016032 0 0 
0 0.004108216433 0 0 
0 0.004208416834 0 0 
0 0.004308617234 0 0 
0 0.004408817635 0 0 
0 0.004509018036 0 0 
0 0.004609218437 0 0 
0 0.004709418838 0 0 
0 0.004809619238 0 0 
0 0.004909819639 0 0 
0 0.00501002004 0 0 
0 0.005110220441 0 0 
0 0.005210420842 0 0 
0 0.005310621242 0 0 
0 0.005410821643 0 0 
0 0.005511022044 0 0 
0 0.005611222445 0 0 
0 0.005711422846 0 0 
0 0.005811623246 0 0 
0 0.005911823647 0 0 
0 0.006012024048 0 0 
0 0.006112224449 0 0 
0 0.00621242485 0 0 
0 0.006312625251 0 0 
0 0.006412825651 0 0 
0 0.006513026052 0 0 
0 0.006613226453 0 0 
0 0.006713426854 0 0 
0 0.006813627255 0 0 
0 0.006913827655 0 0 
0 0.007014028056 0 0 
0 0.007114228457 0 0 
0 0.007214428858 0 0 
0 0.007314629259 0 0 
0 0.007414829659 0 0 
0 0.00751503006 0 0 
0 0.007615230461 0 0 
0 0.007715430862 0 0 
0 0.007815631263 0 0 
0 0.007915831663 0 0 
0 0.008016032064 0 0 
0 0.008116232465 0 0 
0 0.008216432866 0 0 
0 0.008316633267 0 0 
0 0.008416833667 0 0 
0 0.008517034068 0 0 
0 0.008617234469 0 0 
0 0.00871743487 0 0 
0 0.008817635271 0 0 
0 0.008917835671 0 0 
0 0.009018036072 0 0 
0 0.009118236473 0 0 
